"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","MSRP_range"
"1642","Chevrolet","Aveo",2010,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,27,1385,12115,"(1e+04,2e+04]"
"1643","Chevrolet","Aveo",2010,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",35,27,1385,15365,"(1e+04,2e+04]"
"1644","Chevrolet","Aveo",2010,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,27,1385,14250,"(1e+04,2e+04]"
"1645","Chevrolet","Aveo",2011,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,27,1385,15365,"(1e+04,2e+04]"
"1646","Chevrolet","Aveo",2011,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,27,1385,12115,"(1e+04,2e+04]"
"1647","Chevrolet","Aveo",2011,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",35,27,1385,11965,"(1e+04,2e+04]"
"1648","Chevrolet","Aveo",2011,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,27,1385,14250,"(1e+04,2e+04]"
"1649","Chevrolet","Aveo",2011,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",35,27,1385,15365,"(1e+04,2e+04]"
"1650","Chevrolet","Aveo",2011,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",35,27,1385,14100,"(1e+04,2e+04]"
"1651","Lincoln","Aviator",2003,"premium unleaded (required)",302,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,61,45125,"(4e+04,6e+04]"
"1652","Lincoln","Aviator",2003,"premium unleaded (required)",302,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,61,42175,"(4e+04,6e+04]"
"1653","Lincoln","Aviator",2003,"premium unleaded (required)",302,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,61,39485,"(2e+04,4e+04]"
"1654","Lincoln","Aviator",2003,"premium unleaded (required)",302,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,61,42435,"(4e+04,6e+04]"
"1655","Lincoln","Aviator",2004,"premium unleaded (required)",302,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",16,12,61,45705,"(4e+04,6e+04]"
"1656","Lincoln","Aviator",2004,"premium unleaded (required)",302,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,61,42755,"(4e+04,6e+04]"
"1657","Lincoln","Aviator",2004,"premium unleaded (required)",302,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,61,40290,"(4e+04,6e+04]"
"1658","Lincoln","Aviator",2004,"premium unleaded (required)",302,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",16,12,61,43240,"(4e+04,6e+04]"
"1659","Lincoln","Aviator",2005,"premium unleaded (required)",302,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",17,11,61,40635,"(4e+04,6e+04]"
"1660","Lincoln","Aviator",2005,"premium unleaded (required)",302,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",16,11,61,43585,"(4e+04,6e+04]"
"1665","Hyundai","Azera",2015,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",28,19,1439,38200,"(2e+04,4e+04]"
"1666","Hyundai","Azera",2015,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",29,20,1439,34000,"(2e+04,4e+04]"
"1667","Hyundai","Azera",2016,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",29,20,1439,34100,"(2e+04,4e+04]"
"1668","Hyundai","Azera",2016,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",28,19,1439,39300,"(2e+04,4e+04]"
"1669","Hyundai","Azera",2017,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",28,20,1439,34100,"(2e+04,4e+04]"
"1670","Hyundai","Azera",2017,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",28,19,1439,39300,"(2e+04,4e+04]"
"1671","Pontiac","Aztek",2003,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,210,23820,"(2e+04,4e+04]"
"1672","Pontiac","Aztek",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,210,20870,"(2e+04,4e+04]"
"1673","Pontiac","Aztek",2004,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,210,24190,"(2e+04,4e+04]"
"1674","Pontiac","Aztek",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,210,21275,"(2e+04,4e+04]"
"1675","Pontiac","Aztek",2005,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,210,24445,"(2e+04,4e+04]"
"1676","Pontiac","Aztek",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,210,21530,"(2e+04,4e+04]"
"1681","Mercedes-Benz","B-Class Electric Drive",2015,"electric",177,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback,Luxury","Compact","4dr Hatchback",82,85,617,41450,"(4e+04,6e+04]"
"1682","Mercedes-Benz","B-Class Electric Drive",2016,"electric",177,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback,Luxury","Compact","4dr Hatchback",82,85,617,41450,"(4e+04,6e+04]"
"1683","Mercedes-Benz","B-Class Electric Drive",2017,"electric",177,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback,Luxury","Compact","4dr Hatchback",82,85,617,39900,"(2e+04,4e+04]"
"1685","Mazda","B-Series Pickup",1998,"regular unleaded",160,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",19,14,586,3323,"(0,1e+04]"
"1691","Mazda","B-Series Pickup",1998,"regular unleaded",150,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",20,15,586,3033,"(0,1e+04]"
"1694","Mazda","B-Series Pickup",1999,"regular unleaded",160,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",19,15,586,3514,"(0,1e+04]"
"1695","Mazda","B-Series Pickup",1999,"regular unleaded",160,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,3696,"(0,1e+04]"
"1697","Mazda","B-Series Pickup",1999,"regular unleaded",160,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,3538,"(0,1e+04]"
"1700","Mazda","B-Series Pickup",1999,"flex-fuel (unleaded/E85)",150,6,"MANUAL","four wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",20,16,586,3206,"(0,1e+04]"
"1701","Mazda","B-Series Pickup",1999,"flex-fuel (unleaded/E85)",150,6,"MANUAL","rear wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",21,16,586,3119,"(0,1e+04]"
"1702","Mazda","B-Series Pickup",1999,"flex-fuel (unleaded/E85)",150,6,"MANUAL","four wheel drive",2,"Flex Fuel","Compact","Extended Cab Pickup",20,16,586,3214,"(0,1e+04]"
"1704","Mazda","B-Series Pickup",1999,"regular unleaded",160,6,"AUTOMATIC","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",20,15,586,3221,"(0,1e+04]"
"1707","Mazda","B-Series Pickup",1999,"flex-fuel (unleaded/E85)",150,6,"MANUAL","four wheel drive",2,"Flex Fuel","Compact","Regular Cab Pickup",20,16,586,3011,"(0,1e+04]"
"1709","Mazda","B-Series Pickup",1999,"regular unleaded",160,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,15,586,3229,"(0,1e+04]"
"1713","Mazda","B-Series Pickup",2000,"flex-fuel (unleaded/E85)",143,6,"MANUAL","rear wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",21,16,586,3107,"(0,1e+04]"
"1714","Mazda","B-Series Pickup",2000,"flex-fuel (unleaded/E85)",143,6,"MANUAL","four wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",20,15,586,3394,"(0,1e+04]"
"1716","Mazda","B-Series Pickup",2000,"regular unleaded",160,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,3768,"(0,1e+04]"
"1718","Mazda","B-Series Pickup",2000,"flex-fuel (unleaded/E85)",143,6,"MANUAL","rear wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",21,16,586,3289,"(0,1e+04]"
"1720","Mazda","B-Series Pickup",2000,"regular unleaded",160,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,3928,"(0,1e+04]"
"1721","Mazda","B-Series Pickup",2000,"regular unleaded",160,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,14,586,3579,"(0,1e+04]"
"1722","Mazda","B-Series Pickup",2000,"flex-fuel (unleaded/E85)",143,6,"MANUAL","rear wheel drive",2,"Flex Fuel","Compact","Extended Cab Pickup",21,16,586,3032,"(0,1e+04]"
"1723","Mazda","B-Series Pickup",2000,"flex-fuel (unleaded/E85)",143,6,"MANUAL","four wheel drive",2,"Flex Fuel","Compact","Regular Cab Pickup",20,15,586,3190,"(0,1e+04]"
"1724","Mazda","B-Series Truck",2007,"regular unleaded",207,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",17,14,586,26590,"(2e+04,4e+04]"
"1725","Mazda","B-Series Truck",2007,"regular unleaded",148,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",21,16,586,19675,"(1e+04,2e+04]"
"1726","Mazda","B-Series Truck",2007,"regular unleaded",143,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,586,15535,"(1e+04,2e+04]"
"1727","Mazda","B-Series Truck",2007,"regular unleaded",148,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",21,16,586,19040,"(1e+04,2e+04]"
"1728","Mazda","B-Series Truck",2007,"regular unleaded",148,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",21,16,586,21430,"(2e+04,4e+04]"
"1729","Mazda","B-Series Truck",2007,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,22045,"(2e+04,4e+04]"
"1730","Mazda","B-Series Truck",2008,"regular unleaded",207,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",17,14,586,26590,"(2e+04,4e+04]"
"1731","Mazda","B-Series Truck",2008,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,22045,"(2e+04,4e+04]"
"1732","Mazda","B-Series Truck",2008,"regular unleaded",143,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,586,15535,"(1e+04,2e+04]"
"1733","Mazda","B-Series Truck",2009,"regular unleaded",143,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,586,16060,"(1e+04,2e+04]"
"1734","Mazda","B-Series Truck",2009,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,586,22150,"(2e+04,4e+04]"
"1735","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",19,15,586,20030,"(2e+04,4e+04]"
"1736","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",21,15,586,14990,"(1e+04,2e+04]"
"1737","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",21,15,586,17225,"(1e+04,2e+04]"
"1738","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",21,15,586,18485,"(1e+04,2e+04]"
"1739","Mazda","B-Series",2001,"regular unleaded",119,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,19,586,14545,"(1e+04,2e+04]"
"1740","Mazda","B-Series",2001,"regular unleaded",119,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,19,586,12345,"(1e+04,2e+04]"
"1741","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",19,15,586,18360,"(1e+04,2e+04]"
"1742","Mazda","B-Series",2001,"regular unleaded",207,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,16,586,19340,"(1e+04,2e+04]"
"1743","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",21,15,586,17545,"(1e+04,2e+04]"
"1744","Mazda","B-Series",2001,"regular unleaded",140,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,586,12495,"(1e+04,2e+04]"
"1745","Mazda","B-Series",2001,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",18,14,586,22085,"(2e+04,4e+04]"
"1746","Mazda","B-Series",2001,"regular unleaded",140,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,586,14695,"(1e+04,2e+04]"
"1747","Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",21,15,586,15125,"(1e+04,2e+04]"
"1748","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,30695,"(2e+04,4e+04]"
"1749","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32395,"(2e+04,4e+04]"
"1750","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34195,"(2e+04,4e+04]"
"1751","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34295,"(2e+04,4e+04]"
"1752","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,37695,"(2e+04,4e+04]"
"1753","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35895,"(2e+04,4e+04]"
"1754","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,33895,"(2e+04,4e+04]"
"1755","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32295,"(2e+04,4e+04]"
"1756","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35895,"(2e+04,4e+04]"
"1757","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32295,"(2e+04,4e+04]"
"1758","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34195,"(2e+04,4e+04]"
"1759","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32395,"(2e+04,4e+04]"
"1760","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,33895,"(2e+04,4e+04]"
"1761","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35695,"(2e+04,4e+04]"
"1762","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34295,"(2e+04,4e+04]"
"1763","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35695,"(2e+04,4e+04]"
"1764","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,37695,"(2e+04,4e+04]"
"1765","Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,30695,"(2e+04,4e+04]"
"1766","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,29995,"(2e+04,4e+04]"
"1767","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,37295,"(2e+04,4e+04]"
"1768","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35495,"(2e+04,4e+04]"
"1769","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,37295,"(2e+04,4e+04]"
"1770","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,33495,"(2e+04,4e+04]"
"1771","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,33495,"(2e+04,4e+04]"
"1772","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,31995,"(2e+04,4e+04]"
"1773","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34495,"(2e+04,4e+04]"
"1774","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35495,"(2e+04,4e+04]"
"1775","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32495,"(2e+04,4e+04]"
"1776","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32495,"(2e+04,4e+04]"
"1777","Subaru","B9 Tribeca",2007,"premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34495,"(2e+04,4e+04]"
"1778","Subaru","Baja",2004,"regular unleaded",165,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",25,19,640,22795,"(2e+04,4e+04]"
"1779","Subaru","Baja",2004,"premium unleaded (required)",210,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",22,16,640,23995,"(2e+04,4e+04]"
"1780","Subaru","Baja",2004,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,640,24995,"(2e+04,4e+04]"
"1781","Subaru","Baja",2004,"regular unleaded",165,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",25,19,640,21995,"(2e+04,4e+04]"
"1782","Subaru","Baja",2004,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,640,26295,"(2e+04,4e+04]"
"1783","Subaru","Baja",2005,"regular unleaded",165,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",25,19,640,22345,"(2e+04,4e+04]"
"1784","Subaru","Baja",2005,"premium unleaded (required)",210,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",23,17,640,24345,"(2e+04,4e+04]"
"1785","Subaru","Baja",2005,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,640,25345,"(2e+04,4e+04]"
"1786","Subaru","Baja",2005,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,640,27245,"(2e+04,4e+04]"
"1787","Subaru","Baja",2005,"regular unleaded",165,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",25,19,640,23145,"(2e+04,4e+04]"
"1788","Subaru","Baja",2006,"premium unleaded (required)",210,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",23,17,640,24595,"(2e+04,4e+04]"
"1789","Subaru","Baja",2006,"regular unleaded",165,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",26,20,640,22495,"(2e+04,4e+04]"
"1790","Subaru","Baja",2006,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,640,25595,"(2e+04,4e+04]"
"1791","Subaru","Baja",2006,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,640,27495,"(2e+04,4e+04]"
"1792","Subaru","Baja",2006,"regular unleaded",165,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",25,19,640,23295,"(2e+04,4e+04]"
"1793","Volkswagen","Beetle Convertible",2014,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",32,24,873,27295,"(2e+04,4e+04]"
"1794","Volkswagen","Beetle Convertible",2014,"premium unleaded (recommended)",210,4,"AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","Convertible",29,23,873,31795,"(2e+04,4e+04]"
"1795","Volkswagen","Beetle Convertible",2014,"premium unleaded (recommended)",210,4,"AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","Convertible",29,23,873,34895,"(2e+04,4e+04]"
"1796","Volkswagen","Beetle Convertible",2014,"regular unleaded",170,5,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",27,21,873,27295,"(2e+04,4e+04]"
"1797","Volkswagen","Beetle Convertible",2014,"diesel",140,4,"AUTOMATED_MANUAL","front wheel drive",2,"Diesel","Compact","Convertible",41,28,873,32755,"(2e+04,4e+04]"
"1798","Volkswagen","Beetle Convertible",2014,"premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,23,873,29395,"(2e+04,4e+04]"
"1799","Volkswagen","Beetle Convertible",2014,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",32,24,873,29395,"(2e+04,4e+04]"
"1800","Volkswagen","Beetle Convertible",2014,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",32,24,873,25170,"(2e+04,4e+04]"
